1224626,1
1301256,9
1329070,35
1355171,87
1381302,164
1407477,259
1433617,362
1459786,462
1485981,548
1547088,611
1576398,644
1615498,642
1643360,603
1669477,527
1695617,416
1721819,274
1747991,107
1774129,-77
1839382,-269
1866231,-461
1892368,-646
1918540,-818
1944709,-972
1970897,-1104
1997088,-1211
2023255,-1291
2101212,-1344
2128522,-1371
2154640,-1374
2180780,-1356
2234058,-1320
2260155,-1269
2286309,-1206
2312514,-1134
2376772,-1056
2403001,-975
2431863,-894
2458071,-816
2484313,-744
2523323,-680
2552025,-626
2580717,-583
2645893,-551
2672049,-530
2698231,-520
2724463,-520
2750617,-529
2776884,-546
2803174,-569
2829408,-595
2892907,-621
2920291,-645
2946485,-666
2972709,-684
3013776,-699
3039949,-711
3066117,-720
3092323,-726
3154956,-729
3184537,-729
3222977,-726
3249164,-720
3275368,-711
3301656,-700
3327870,-688
3354126,-676
