,loss,accuracy,val_loss,val_accuracy
0,2.51248836517334,0.2460850179195404,3.057039260864258,0.1785714328289032
1,1.8158570528030396,0.2975391447544098,3.797816514968872,0.1607142835855484
2,1.6923454999923706,0.3736017942428589,2.8382222652435303,0.3035714328289032
3,1.5435268878936768,0.40044742822647095,1.342584490776062,0.3928571343421936
4,1.453352928161621,0.4161073863506317,1.3077516555786133,0.5
5,1.3238438367843628,0.47651007771492004,1.1427019834518433,0.5892857313156128
6,1.4199336767196655,0.449664443731308,1.1289397478103638,0.5535714030265808
7,1.3106549978256226,0.5123042464256287,0.8879633545875549,0.625
8,1.1629424095153809,0.5302013158798218,2.50602126121521,0.2857142984867096
9,1.1150792837142944,0.5436241626739502,1.2530418634414673,0.4107142984867096
10,1.0350381135940552,0.5883668661117554,0.7394109964370728,0.5892857313156128
11,0.9612039923667908,0.6196867823600769,5.949009895324707,0.3214285671710968
12,1.066394329071045,0.5794183611869812,1.4335289001464844,0.5357142686843872
13,1.008238434791565,0.608501136302948,0.8851200342178345,0.75
14,0.930478036403656,0.646532416343689,0.8269066214561462,0.6964285969734192
15,1.1016929149627686,0.6263982057571411,1.8711655139923096,0.4107142984867096
16,0.8367609977722168,0.6912751793861389,1.1179614067077637,0.5535714030265808
17,0.879563570022583,0.6890380382537842,2.221057176589966,0.4285714328289032
18,0.8548320531845093,0.6532438397407532,0.47993966937065125,0.75
19,0.8437637090682983,0.6979866027832031,1.5407896041870117,0.5
20,0.7105661630630493,0.7404921650886536,1.3095208406448364,0.5178571343421936
21,0.7150861024856567,0.7270693778991699,0.7818199992179871,0.6607142686843872
22,0.7017315030097961,0.7583892345428467,0.7449520230293274,0.7142857313156128
23,0.6681310534477234,0.753915011882782,1.7063968181610107,0.6785714030265808
24,0.6122289299964905,0.7874720096588135,0.5799046754837036,0.7678571343421936
25,0.6173014044761658,0.8143176436424255,0.5444849133491516,0.8392857313156128
26,0.49968740344047546,0.8232662081718445,0.3835131824016571,0.9107142686843872
27,0.569207489490509,0.8076062798500061,0.9342045187950134,0.7142857313156128
28,0.6512174606323242,0.7740492224693298,1.9557182788848877,0.6607142686843872
29,0.6734819412231445,0.7986577153205872,1.3530309200286865,0.5714285969734192
30,0.5571704506874084,0.8076062798500061,0.5970855355262756,0.7857142686843872
31,0.5096724629402161,0.818791925907135,0.20771180093288422,0.9464285969734192
32,0.5047673583030701,0.8501118421554565,2.0926108360290527,0.5
33,0.49151259660720825,0.8053691387176514,0.6191558241844177,0.8392857313156128
34,0.5792554020881653,0.818791925907135,0.5626896619796753,0.8214285969734192
35,0.6108384728431702,0.8098434209823608,1.4292808771133423,0.625
36,0.6563348174095154,0.7874720096588135,0.46062135696411133,0.8928571343421936
37,0.40403616428375244,0.8590604066848755,0.24386738240718842,0.8928571343421936
38,0.3688231408596039,0.8836688995361328,0.4326292872428894,0.8928571343421936
39,0.5096465349197388,0.8568232655525208,0.24875089526176453,0.9107142686843872
40,0.41579270362854004,0.8389261960983276,1.7430425882339478,0.6607142686843872
41,0.4200909733772278,0.8836688995361328,2.107689142227173,0.5714285969734192
