1144930,-988
1195961,-1124
1221540,-1036
1246507,-1192
1271480,-1064
1310839,-1144
1336975,-1224
1361953,-928
1386913,-908
1411851,-956
1451127,-516
1476317,-1000
1501202,-864
1526127,-1328
1551089,-632
1576044,-572
1600975,-796
1625949,-992
1650913,-652
1675902,-860
1715309,-748
1740909,-712
1765821,28
1816077,-1004
1841607,-424
1880218,-536
1905127,-524
1930082,-440
1955034,-544
1979969,-456
2004987,-680
2030011,-1252
2054981,-744
2093861,-872
2121620,-1132
2146529,-1224
2171445,-1092
2196356,-2236
2221293,-3276
2248607,-2448
2286160,-3288
2311097,-2260
2338523,-1260
2363445,-5180
2388401,-5376
2413354,-7420
2438293,6864
2463235,32767
2503569,19156
2528513,18808
2553507,17672
2590979,15144
2615949,10284
2641019,3016
2666011,-1164
2705093,-17780
2730315,-28360
2755277,-31236
2780250,-32768
2805212,-31508
2830170,-30112
2855160,-22364
2894913,13868
2920398,-124
2945356,1576
2970350,-72
2995278,-2644
3020191,1208
3045175,-480
3070152,-660
3108246,-616
3133191,-788
3158110,-784
3183156,-604
3208141,-836
3233141,-560
3289909,-1844
3314921,-868
3339902,224
3364909,-2968
3389368,-2572
3414331,-1096
3439328,-1596
3464311,-2300
3489315,-1336
3527191,32767
3552235,32767
3577265,25952
3602246,24576
3627244,17020
3652234,8412
3692585,9392
3717541,4220
3742537,-84
3767513,-12960
3792513,-28664
3817540,-32768
3842530,-32768
3867589,-32768
3892747,-32768
3930998,-18236
3956023,2524
3981034,660
4005998,-3172
4031019,580
4070019,-964
4097774,-1256
4122727,-1496
4147711,-452
4172668,196
4197646,-1116
4222727,-808
4247748,-1824
4275242,-372
4300296,184
4350719,-2808
4375748,-1236
4403321,-464
4428358,-2244
4467309,-408
4493814,764
4518851,11580
4543913,32767
4568953,32767
4593987,25444
4619050,24260
4644044,18616
4669097,9604
4694110,8928
4719166,8332
4757342,800
4782350,-6532
4807368,-22512
4832402,-32368
4874235,-32768
4899170,-32768
4924170,-32768
4949250,-6912
4974270,12172
4999274,-4312
5024315,212
5049363,-1960
5074424,-2012
5099480,-1152
5124565,-232
5161293,-484
5187508,-896
5212523,-1196
5237565,-1376
5277949,-1952
5302987,-2120
5330442,-1704
5355443,-1988
5393082,-2060
5419987,-3272
5444397,-2328
5468808,-3476
5493246,-1364
5517660,-1988
5542125,-5184
5579645,17520
5604038,32767
5628473,24268
5652847,18512
5693786,7820
5718156,9708
5742441,6712
5766772,2404
5791160,-4768
5815486,-20952
5839851,-31840
5864220,-32768
5888621,-32768
5913093,-32768
5937480,-32768
5972800,-32644
5999170,1996
6023507,1236
6047839,-1352
6072279,-1912
6109786,4
6135909,-1252
6160293,-740
6184619,-276
6209046,-884
6233417,-1648
6257816,-984
6282222,-1272
6309019,-740
6346015,-1696
6384855,-476
6409557,152
6436281,-1888
6461695,-1136
6487172,-1876
6512621,-4936
6552470,11772
6577909,32767
6603354,32767
6628776,26400
6654246,12272
6679603,9616
6705007,10536
6730472,2992
6755925,-9432
6791839,-32336
6819975,-32768
6845473,-32768
6870902,-32768
6896367,17508
6935186,-14268
6963118,1744
6988536,-1724
