1170317,0
1208514,0
1233476,-1
1258447,-4
1283400,-10
1323934,-20
1348893,-35
1373854,-56
1398825,-84
1435011,-119
1463321,-160
1488165,-206
1513096,-255
1538049,-305
1563011,-354
1587947,-400
1612893,-441
1637854,-475
1662819,-501
1700011,-519
1727849,-529
1752815,-531
1777742,-525
1828579,-511
1864793,-489
1892088,-460
1917020,-425
1941977,-385
1966915,-341
1991849,-294
2016915,-245
2041893,-196
2066863,-149
2108524,-106
2133478,-69
2158424,-40
2183347,-21
2208248,-14
2235555,-21
2270524,-44
2298033,-85
2322968,-146
2350391,-228
2375347,-331
2400313,-454
2425247,-597
2450174,-761
2488792,-940
2515463,-1109
2540439,-1219
2565401,-1212
2602893,-1039
2627939,-666
2652939,-80
2689930,706
2717296,1652
2742255,2690
2767213,3724
2792168,4637
2817130,5307
2842091,5624
2879291,5504
2907370,4902
2932323,3827
2957254,2346
2982253,568
3007172,-1382
3032129,-3378
3057096,-5304
3091981,-7060
3120165,-8565
3145094,-9761
3170086,-10612
3195070,-11104
3220070,-11242
3247486,-11047
3301825,-10553
3326819,-9804
3351815,-8851
3376811,-7748
3401255,-6549
3426271,-5307
3451247,-4072
3476248,-2888
3512915,-1792
3539125,-810
3564149,53
3589174,825
3614146,1560
3639135,2316
3678058,3138
3704478,4048
3729502,5042
3754463,6093
3779433,7156
3804467,8168
3829451,9046
3854467,9690
3879626,9995
3914675,9869
3942943,9246
3967949,8099
3992915,6453
4017915,4388
4042948,2023
4084717,-505
4109661,-3057
4134656,-5503
4159618,-7731
4184553,-9651
4209618,-11197
4234656,-12327
4262126,-13023
4287198,-13290
4312234,-13152
4362671,-12648
4387709,-11829
4415287,-10755
4440323,-9490
4480733,-8099
4505772,-6644
4530810,-5181
4555857,-3751
4580897,-2369
4605943,-1020
4630986,330
4656025,1715
4681040,3156
4706088,4653
4741096,6183
4769291,7705
4794292,9165
4819335,10498
4858366,11625
4886131,12454
4911129,12887
4936178,12835
4961209,12234
4986214,11064
5011251,9364
5036254,7229
5061321,4787
5086398,2175
5111483,-471
5136522,-3025
5174439,-5377
5199478,-7437
5224486,-9138
5263409,-10437
5289897,-11315
5317369,-11775
5342362,-11839
5367439,-11544
5405011,-10939
5431915,-10081
5456370,-9031
5480786,-7851
5505234,-6602
5529630,-5340
5563981,-4114
5591583,-2964
5616033,-1913
5640400,-955
5679370,-54
5705716,835
5730049,1746
5754344,2693
5778733,3671
5803088,4659
5827429,5619
5851798,6494
5876153,7206
5900626,7662
5925036,7769
5949467,7450
5986760,6653
6011096,5358
6035447,3590
6059825,1427
6084209,-1008
6123460,-3573
6147849,-6124
6172198,-8527
6196593,-10667
6220977,-12453
6245382,-13821
6269756,-14735
6296579,-15185
6321011,-15184
6369347,-14765
6397135,-13976
6421555,-12876
6448266,-11531
6473694,-10010
6499164,-8382
6537825,-6714
6564463,-5068
6589897,-3492
6615330,-2006
6640780,-595
6666185,777
6691555,2143
6716981,3517
6742463,4891
6767933,6239
6806519,7515
6831991,8646
6857441,9534
6882911,10071
6908323,10165
6949681,9766
6975096,8881
7000540,7566
7025981,5904
7051439,3998
7076897,1958
7102323,-107
7127785,-2096
7153286,-3922
7178792,-5515
7218174,-6824
7243632,-7817
7269087,-8479
7294537,-8810
7320011,-8824
7362133,-8548
7400037,-8021
7425502,-7297
7450948,-6444
7478797,-5532
7504540,-4621
7530309,-3762
7556174,-2996
7582011,-2344
7607825,-1803
7647032,-1349
7672825,-945
7698660,-548
7738408,-116
7767016,380
7792738,945
7818463,1558
7844188,2187
7869930,2796
7895656,3350
7921425,3819
7947209,4180
7973040,4417
7998833,4522
8024622,4494
8063165,4338
8088915,4063
8114656,3682
8154088,3213
8181502,2681
8207198,2116
8232956,1546
8258716,994
8284502,478
8310271,11
8336032,-397
8361854,-739
8387709,-1011
8416016,-1212
8441893,-1344
8479738,-1411
8507939,-1419
8533754,-1375
8588934,-1288
8614656,-1168
8640425,-1025
8666164,-868
8691939,-704
8717772,-536
8743553,-363
8769386,-184
8795212,-2
8821071,177
8846949,345
8872807,494
8911733,616
8937524,705
8979212,758
9004947,774
9030694,754
9056444,700
9082212,615
9107954,503
9133772,369
9159632,217
9185523,50
9211362,-129
9237209,-317
9263049,-512
9288872,-714
9326699,-921
9366555,-1121
9395400,-1285
9421174,-1371
9446893,-1339
9485109,-1161
9527554,-825
9556001,-335
9583945,288
9611903,1006
9639806,1766
9667742,2505
9695636,3158
9741403,3667
9783903,3987
9827442,4090
9855652,3967
9883859,3628
9912045,3097
9940182,2408
9968352,1603
9996596,729
10024930,-166
10053235,-1039
10081584,-1853
10109934,-2577
10138231,-3188
10166584,-3671
10194953,-4019
10238849,-4232
10283782,-4316
10311994,-4281
10352755,-4140
10380995,-3909
10409216,-3606
10437391,-3251
10465733,-2864
10494079,-2464
10522425,-2068
10550794,-1691
10579111,-1345
10607421,-1040
10638284,-783
10682516,-579
10725294,-431
10753777,-341
10782024,-310
10810268,-337
10838484,-420
10869090,-556
10897362,-742
10925671,-974
10954030,-1244
10982329,-1532
11010676,-1800
11038982,-1998
11067251,-2082
11108421,-2024
11152209,-1812
11195200,-1447
11223447,-944
11251656,-333
11279911,341
11308149,1022
11336400,1647
11364707,2153
11392987,2485
11421294,2601
11449593,2476
11477953,2105
11506243,1503
11534559,702
11578826,-252
11607091,-1303
11650087,-2388
11678362,-3445
11706613,-4419
11737319,-5266
11765601,-5953
11793906,-6458
11822227,-6770
11850589,-6888
11878947,-6820
11919790,-6582
11950549,-6196
11991744,-5688
12022985,-5086
12051323,-4419
12094228,-3716
12122769,-3005
12151087,-2311
12179344,-1656
12207626,-1058
12235948,-532
12264227,-89
12292571,263
12320905,521
12349294,686
12377618,760
12405978,749
12449090,674
12478523,578
12506821,516
12548981,536
12590091,669
12618382,926
12646666,1299
12674948,1764
12703255,2284
12731670,2812
12760019,3295
12788400,3678
12819331,3909
12847668,3944
12890863,3752
12920024,3320
12948362,2656
12976667,1790
13019327,774
13047632,-324
13075906,-1436
13106742,-2501
13135125,-3469
13163510,-4301
13191865,-4969
13220282,-5456
13248657,-5755
13277025,-5868
13305439,-5805
13362935,-5583
13391286,-5225
13419630,-4757
13462168,-4207
13491322,-3604
13519583,-2976
13547906,-2349
13576309,-1746
13604695,-1186
13633071,-684
13661441,-252
13689825,100
13718209,366
13746597,545
13790675,643
13818985,678
13847309,685
13875634,711
13917853,800
13946327,981
13973028,1265
13999703,1647
14026447,2108
14053251,2616
14079994,3128
14106730,3591
14133555,3946
14160352,4135
14189622,4111
14216421,3844
14257738,3323
14284510,2556
14311240,1570
14351803,412
14380255,-851
14407020,-2142
14433746,-3388
14460484,-4528
14487286,-5514
14514109,-6311
14540897,-6897
14567707,-7262
14594555,-7408
14621429,-7348
14660811,-7103
14687622,-6700
14729005,-6169
14755787,-5541
14797502,-4847
14824294,-4117
14851049,-3379
14877792,-2659
14908733,-1980
14935709,-1361
14962733,-817
14989811,-360
15016916,0
15044034,256
15071096,405
15098164,448
15125268,389
15166561,235
15205656,0
15236034,-291
15265481,-597
15292474,-867
15319435,-1055
15346403,-1127
15373403,-1062
15413044,-854
15440087,-514
15467126,-70
15494255,434
15521303,941
15548362,1386
15589583,1704
15616906,1837
15659165,1741
15686231,1390
15713216,773
15740172,-106
15767188,-1220
15794196,-2514
15821232,-3915
15848244,-5341
15875383,-6711
15904819,-7952
15932206,-9003
15959575,-9819
15986949,-10372
16028854,-10650
16056188,-10655
16098786,-10402
16138656,-9917
16165953,-9234
16193231,-8392
16220523,-7433
16247867,-6400
16275205,-5335
16305058,-4277
16332439,-3261
16359815,-2317
16387168,-1469
16414626,-735
16456484,-127
16483777,348
16522860,688
16553593,899
16580916,1002
16608188,1037
16635404,1057
16662750,1113
16690044,1241
16717343,1459
16744729,1769
16772126,2158
16799601,2599
16827058,3054
16866949,3477
16896370,3814
16923656,4006
16962362,3998
16993096,3750
17020398,3243
17047677,2479
17074995,1480
17102370,287
17129738,-1042
17157087,-2440
